shipment_id,shipment_category,origin_city,destination_city,distance_km,transport_mode,weight_kg,volume_m3,delivery_time_days,cost_SAR,fuel_cost_SAR,carrier_type,delivery_status,pickup_datetime,dropoff_datetime,num_packages,customer_type
SH009339,cars,Madinah,Jeddah,134.9,medium_truck,1666.04,6.92,1,380.85,140.77,private_courier,on_time,2025-07-15 13:03:12,2025-07-16 17:03:12,3,wholesale
SH009340,auto_parts,Khobar,Tabuk,175.2,motorbike,87.81,0.5,1,191.67,95.33,3PL,in_transit,2023-12-05 07:58:45,2023-12-06 15:58:45,6,wholesale
SH009341,furniture,Dammam,Khobar,183.0,small_van,113.43,0.33,1,266.7,126.2,3PL,on_time,2024-08-14 03:59:53,2024-08-15 10:59:53,3,wholesale
SH009342,general_goods,Jazan,Hail,92.6,heavy_truck,6.76,0.03,1,278.41,124.75,postal_service,on_time,2023-11-13 10:19:01,2023-11-14 14:19:01,2,B2B
SH009343,auto_parts,Jeddah,Tabuk,327.1,motorbike,35.01,0.1,1,342.05,165.25,private_courier,on_time,2023-10-26 11:52:34,2023-10-27 16:52:34,2,B2C
SH009344,electronics,Jeddah,Madinah,122.7,cargo_van,57.47,0.15,1,280.77,118.64,postal_service,on_time,2023-07-29 06:41:15,2023-07-30 10:41:15,8,B2B
SH009345,general_goods,Hail,Tabuk,322.3,motorbike,110.9,0.34,1,330.73,193.02,3PL,in_transit,2023-01-21 09:33:48,2023-01-22 10:33:48,3,wholesale
SH009346,food,Hail,Hail,26.8,motorbike,31.08,0.1,1,56.47,29.0,postal_service,on_time,2023-04-17 20:14:39,2023-04-18 21:14:39,6,B2B
SH009347,food,Dammam,Abha,368.5,motorbike,114.43,0.34,1,384.32,213.05,private_courier,on_time,2025-07-05 22:12:23,2025-07-06 22:12:23,6,wholesale
SH009348,food,Riyadh,Dammam,192.4,refrigerated_truck,14.53,0.05,1,687.82,271.12,in_house,delayed,2025-01-02 15:23:37,2025-01-03 19:23:37,2,wholesale
SH009349,building_materials,Tabuk,Hail,252.2,motorbike,605.21,1.59,1,245.7,131.72,3PL,on_time,2024-03-17 11:00:59,2024-03-18 14:00:59,2,B2C
SH009350,livestock,Khobar,Jazan,161.7,small_van,623.45,1.73,1,257.85,108.83,postal_service,on_time,2025-04-24 18:20:34,2025-04-25 21:20:34,3,retail
SH009351,auto_parts,Tabuk,Makkah,191.9,heavy_truck,141.94,0.53,1,594.8,239.87,private_courier,in_transit,2025-04-21 16:44:20,2025-04-22 21:44:20,4,wholesale
SH009352,cars,Tabuk,Jeddah,230.0,medium_truck,1338.72,5.76,1,630.78,264.0,in_house,on_time,2023-06-16 13:06:28,2023-06-17 18:06:28,5,retail
SH009353,livestock,Makkah,Hail,86.5,heavy_truck,315.4,0.99,1,328.3,194.67,in_house,on_time,2024-01-28 13:57:42,2024-01-29 16:57:42,4,B2B
SH009354,electronics,Makkah,Abha,198.7,heavy_truck,24.95,0.06,1,638.79,410.4,in_house,on_time,2023-12-28 12:20:59,2023-12-29 13:20:59,2,B2C
SH009355,auto_parts,Hail,Jazan,97.3,heavy_truck,277.57,1.29,1,325.95,190.46,in_house,on_time,2023-01-04 00:43:06,2023-01-05 03:43:06,3,B2B
SH009356,livestock,Khobar,Makkah,211.2,small_van,388.93,1.44,1,342.12,184.85,private_courier,delayed,2025-07-19 15:49:00,2025-07-20 17:49:00,1,wholesale
SH009357,electronics,Riyadh,Makkah,280.0,heavy_truck,159.1,0.48,1,841.34,537.16,3PL,on_time,2024-01-26 21:59:38,2024-01-27 21:59:38,4,B2C
SH009358,auto_parts,Dammam,Jeddah,340.6,medium_truck,56.38,0.15,1,797.12,422.34,3PL,on_time,2025-04-18 08:30:47,2025-04-19 09:30:47,3,B2C
SH009359,food,Hail,Jazan,209.3,medium_truck,34.62,0.16,1,511.37,261.87,3PL,on_time,2023-11-16 13:09:54,2023-11-17 15:09:54,5,retail
SH009360,building_materials,Jeddah,Madinah,156.7,refrigerated_truck,351.16,0.91,1,544.59,218.49,3PL,on_time,2024-06-14 15:59:36,2024-06-15 23:59:36,4,wholesale
SH009361,building_materials,Khobar,Jazan,400.6,motorbike,169.97,0.44,1,390.35,234.47,3PL,delayed,2023-06-10 05:37:04,2023-06-11 11:37:04,3,wholesale
SH009362,electronics,Hail,Jeddah,51.9,heavy_truck,28.35,0.08,1,224.12,119.95,postal_service,on_time,2025-09-28 00:21:48,2025-09-29 08:21:48,7,retail
SH009363,general_goods,Tabuk,Khobar,186.0,cargo_van,55.66,0.22,1,334.34,159.41,3PL,on_time,2023-05-09 19:49:51,2023-05-10 19:49:51,1,retail
SH009364,building_materials,Khobar,Makkah,205.3,medium_truck,556.2,2.93,1,472.95,227.99,in_house,on_time,2024-12-17 13:43:33,2024-12-18 18:43:33,4,wholesale
SH009365,general_goods,Jeddah,Madinah,338.3,refrigerated_truck,99.52,0.3,1,1033.17,549.69,postal_service,on_time,2023-08-24 22:20:49,2023-08-26 00:20:49,7,wholesale
SH009366,general_goods,Jazan,Madinah,228.0,cargo_van,13.45,0.04,1,392.98,232.48,in_house,on_time,2024-12-08 05:01:46,2024-12-09 07:01:46,6,B2C
SH009367,general_goods,Madinah,Khobar,129.0,medium_truck,14.68,0.04,1,296.84,186.5,private_courier,on_time,2025-05-10 15:34:39,2025-05-11 21:34:39,2,retail
SH009368,furniture,Madinah,Khobar,187.2,heavy_truck,456.17,1.8,1,553.16,264.47,3PL,on_time,2023-02-19 09:39:40,2023-02-20 10:39:40,4,wholesale
SH009369,building_materials,Abha,Tabuk,392.1,refrigerated_truck,220.88,1.2,1,1222.01,793.72,private_courier,on_time,2023-09-12 07:36:16,2023-09-13 11:36:16,4,retail
SH009370,food,Jeddah,Madinah,99.6,small_van,114.53,0.48,1,149.64,85.34,private_courier,on_time,2025-08-14 08:33:38,2025-08-15 09:33:38,5,B2B
SH009371,building_materials,Riyadh,Tabuk,55.3,small_van,133.55,0.8,1,86.18,36.19,in_house,delayed,2024-09-13 13:36:43,2024-09-14 15:36:43,5,B2C
SH009372,livestock,Dammam,Tabuk,58.1,small_van,228.72,0.58,1,99.95,41.37,postal_service,delayed,2024-03-08 16:26:33,2024-03-09 23:26:33,5,B2C
SH009373,livestock,Tabuk,Makkah,218.1,cargo_van,185.28,1.12,1,448.5,266.7,private_courier,on_time,2024-12-05 12:02:42,2024-12-06 13:02:42,2,wholesale
SH009374,electronics,Khobar,Jazan,234.9,small_van,130.1,0.44,1,364.17,233.68,postal_service,delayed,2023-07-26 17:49:13,2023-07-27 23:49:13,2,retail
SH009375,auto_parts,Madinah,Tabuk,323.2,cargo_van,152.45,0.49,1,616.89,271.04,in_house,on_time,2024-09-25 10:22:04,2024-09-26 18:22:04,2,B2C
SH009376,food,Dammam,Riyadh,209.4,motorbike,37.74,0.11,1,229.79,103.07,postal_service,on_time,2024-10-13 11:34:03,2024-10-14 16:34:03,6,retail
SH009377,auto_parts,Khobar,Riyadh,417.4,refrigerated_truck,133.35,0.35,2,1379.18,779.39,postal_service,on_time,2023-02-01 16:51:23,2023-02-03 23:51:23,5,retail
SH009378,furniture,Jazan,Khobar,155.8,heavy_truck,147.33,0.39,1,476.19,167.6,in_house,on_time,2023-09-03 05:44:31,2023-09-04 12:44:31,3,B2C
SH009379,building_materials,Madinah,Jazan,218.7,refrigerated_truck,205.57,0.72,1,732.75,332.52,3PL,on_time,2023-12-19 23:44:43,2023-12-21 04:44:43,3,B2B
SH009380,cars,Dammam,Khobar,171.5,heavy_truck,1487.65,7.19,1,582.82,216.42,postal_service,on_time,2024-01-25 08:35:22,2024-01-26 16:35:22,9,B2B
SH009381,furniture,Dammam,Hail,521.9,heavy_truck,478.63,2.46,1,1454.49,771.91,private_courier,on_time,2023-05-31 15:38:14,2023-06-01 22:38:14,1,B2C
SH009382,general_goods,Abha,Khobar,154.7,medium_truck,31.41,0.09,1,346.84,126.05,private_courier,on_time,2023-07-09 19:39:19,2023-07-11 03:39:19,3,wholesale
SH009383,furniture,Hail,Khobar,255.9,heavy_truck,364.58,2.18,1,741.89,390.94,postal_service,on_time,2024-02-09 14:43:04,2024-02-10 17:43:04,4,retail
SH009384,auto_parts,Tabuk,Jeddah,244.7,small_van,143.84,0.71,1,359.92,195.65,postal_service,on_time,2023-03-28 01:49:40,2023-03-29 04:49:40,4,retail
SH009385,general_goods,Madinah,Hail,147.9,heavy_truck,46.94,0.12,1,424.97,188.07,in_house,on_time,2023-01-11 02:56:54,2023-01-12 06:56:54,1,B2C
SH009386,furniture,Jeddah,Hail,91.9,refrigerated_truck,642.54,3.24,1,366.61,177.31,in_house,on_time,2023-12-07 11:07:17,2023-12-08 13:07:17,3,B2B
SH009387,furniture,Madinah,Jeddah,293.9,heavy_truck,492.89,3.14,1,859.86,520.73,postal_service,on_time,2023-03-22 13:32:16,2023-03-23 19:32:16,8,B2B
SH009388,furniture,Khobar,Makkah,149.2,cargo_van,692.83,2.34,1,290.41,128.02,private_courier,in_transit,2024-07-19 06:21:43,2024-07-20 09:21:43,4,B2B
SH009389,furniture,Khobar,Khobar,13.0,medium_truck,192.41,0.63,1,77.54,47.4,in_house,on_time,2023-11-14 15:34:05,2023-11-15 18:34:05,1,retail
SH009390,general_goods,Madinah,Hail,101.0,small_van,104.05,0.52,1,135.25,74.93,postal_service,on_time,2025-06-02 02:48:43,2025-06-03 10:48:43,3,B2C
SH009391,cars,Hail,Hail,38.4,motorbike,1447.94,6.79,1,65.34,28.41,postal_service,failed,2025-08-13 10:34:59,2025-08-14 15:34:59,7,B2C
SH009392,auto_parts,Madinah,Abha,163.6,medium_truck,70.8,0.38,1,431.08,197.69,postal_service,on_time,2024-09-18 14:38:32,2024-09-19 18:38:32,7,B2B
SH009393,electronics,Tabuk,Khobar,171.3,motorbike,42.61,0.16,1,213.56,133.97,private_courier,in_transit,2024-10-06 19:14:07,2024-10-07 22:14:07,1,wholesale
SH009394,cars,Tabuk,Riyadh,213.3,cargo_van,1642.06,9.61,1,467.21,184.38,in_house,on_time,2023-04-04 01:05:45,2023-04-05 05:05:45,1,B2B
SH009395,general_goods,Makkah,Hail,153.9,heavy_truck,30.47,0.09,1,450.56,246.66,private_courier,on_time,2025-07-26 22:38:57,2025-07-28 00:38:57,4,retail
SH009396,cars,Tabuk,Abha,785.3,small_van,1507.74,7.84,2,1222.87,663.14,3PL,delayed,2025-09-14 07:28:17,2025-09-16 14:28:17,3,wholesale
SH009397,furniture,Hail,Riyadh,247.0,cargo_van,346.73,0.94,1,481.48,206.82,in_house,failed,2023-03-05 06:51:44,2023-03-06 07:51:44,6,B2B
SH009398,general_goods,Khobar,Tabuk,569.6,medium_truck,21.83,0.07,2,1188.3,728.95,private_courier,delayed,2024-02-24 23:34:33,2024-02-27 00:34:33,1,B2C
SH009399,building_materials,Jazan,Jazan,3.5,medium_truck,189.2,0.6,1,47.68,17.94,private_courier,on_time,2024-05-30 07:57:40,2024-05-31 14:57:40,7,wholesale
SH009400,furniture,Jeddah,Riyadh,268.9,heavy_truck,418.8,1.3,1,789.67,339.35,private_courier,on_time,2023-09-27 04:55:10,2023-09-28 11:55:10,3,B2C
SH009401,furniture,Abha,Dammam,730.8,small_van,132.07,0.36,3,980.2,357.11,postal_service,on_time,2024-07-24 20:51:19,2024-07-28 03:51:19,4,retail
SH009402,food,Jazan,Riyadh,346.1,small_van,109.08,0.37,1,488.88,196.81,3PL,on_time,2023-07-19 09:55:13,2023-07-20 11:55:13,6,B2C
SH009403,food,Khobar,Hail,119.0,heavy_truck,188.79,1.02,1,381.34,171.04,in_house,on_time,2025-08-15 06:46:45,2025-08-16 07:46:45,4,wholesale
SH009404,livestock,Riyadh,Tabuk,473.7,motorbike,72.95,0.19,2,535.65,257.45,postal_service,on_time,2023-05-04 23:36:25,2023-05-07 04:36:25,5,wholesale
SH009405,electronics,Makkah,Jeddah,757.8,medium_truck,57.94,0.25,2,1805.77,1095.6,postal_service,on_time,2025-02-27 12:35:46,2025-03-01 16:35:46,4,retail
SH009406,furniture,Abha,Jazan,205.7,heavy_truck,282.09,0.78,1,606.28,298.59,private_courier,on_time,2025-08-30 06:49:10,2025-08-31 06:49:10,5,retail
SH009407,furniture,Makkah,Riyadh,185.8,cargo_van,435.4,1.11,1,364.3,174.59,3PL,in_transit,2024-04-01 13:28:31,2024-04-02 20:28:31,5,retail
SH009408,electronics,Khobar,Riyadh,308.3,refrigerated_truck,38.38,0.25,1,1083.83,445.35,private_courier,on_time,2023-03-19 23:28:21,2023-03-21 06:28:21,4,B2B
SH009409,cars,Madinah,Abha,146.2,cargo_van,1467.72,7.19,1,347.25,190.93,private_courier,on_time,2023-12-15 13:33:21,2023-12-16 13:33:21,4,wholesale
SH009410,electronics,Abha,Tabuk,310.1,cargo_van,60.33,0.26,1,609.81,247.39,postal_service,in_transit,2024-01-22 20:51:41,2024-01-23 23:51:41,3,wholesale
SH009411,electronics,Madinah,Jazan,111.5,heavy_truck,86.56,0.23,1,379.03,225.3,private_courier,delayed,2024-11-15 15:10:22,2024-11-16 23:10:22,5,B2C
SH009412,electronics,Tabuk,Jeddah,356.4,cargo_van,78.96,0.42,1,691.15,332.67,3PL,on_time,2023-08-04 23:53:41,2023-08-06 06:53:41,3,B2B
SH009413,building_materials,Dammam,Dammam,11.4,medium_truck,528.18,1.93,1,67.96,38.51,3PL,in_transit,2025-03-31 05:23:26,2025-04-01 11:23:26,7,B2C
SH009414,building_materials,Jeddah,Abha,211.5,heavy_truck,382.53,1.24,1,599.47,220.47,private_courier,in_transit,2023-10-27 13:59:50,2023-10-28 21:59:50,6,B2B
SH009415,auto_parts,Hail,Jeddah,578.4,medium_truck,73.3,0.2,1,1335.33,519.3,private_courier,in_transit,2023-02-15 07:38:53,2023-02-16 12:38:53,1,B2B
SH009416,cars,Madinah,Riyadh,273.2,small_van,1269.93,4.39,1,450.72,171.34,postal_service,in_transit,2024-12-05 17:07:34,2024-12-07 01:07:34,3,B2B
SH009417,auto_parts,Makkah,Dammam,240.6,motorbike,57.43,0.22,1,251.97,141.53,private_courier,on_time,2023-11-07 20:22:35,2023-11-09 01:22:35,6,wholesale
SH009418,livestock,Jeddah,Makkah,220.1,cargo_van,149.19,0.43,1,469.58,255.24,postal_service,in_transit,2023-02-05 21:53:43,2023-02-06 21:53:43,5,retail
SH009419,building_materials,Jazan,Jazan,76.0,medium_truck,569.92,1.69,1,202.25,78.15,postal_service,on_time,2023-12-09 16:04:08,2023-12-10 17:04:08,1,retail
SH009420,electronics,Dammam,Tabuk,222.7,refrigerated_truck,74.98,0.21,1,799.91,484.03,private_courier,on_time,2023-06-21 04:50:00,2023-06-22 04:50:00,1,wholesale
SH009421,cars,Abha,Madinah,271.0,cargo_van,1423.83,7.01,1,589.2,320.37,private_courier,on_time,2024-09-22 10:52:03,2024-09-23 15:52:03,5,B2B
SH009422,general_goods,Dammam,Riyadh,654.6,motorbike,75.7,0.37,2,612.16,281.67,in_house,delayed,2025-04-14 17:13:00,2025-04-16 23:13:00,5,retail
SH009423,electronics,Khobar,Dammam,224.7,motorbike,152.63,0.42,1,252.33,116.97,postal_service,on_time,2023-07-31 04:05:14,2023-08-01 04:05:14,4,retail
SH009424,electronics,Dammam,Makkah,348.4,medium_truck,18.5,0.06,1,863.74,524.78,private_courier,on_time,2024-02-11 09:30:29,2024-02-12 11:30:29,3,retail
SH009425,auto_parts,Riyadh,Jeddah,156.9,small_van,47.85,0.16,1,236.24,148.06,in_house,on_time,2025-01-19 15:27:41,2025-01-20 17:27:41,3,retail
SH009426,auto_parts,Riyadh,Hail,279.1,heavy_truck,109.52,0.5,1,803.94,287.54,3PL,delayed,2023-08-07 16:56:59,2023-08-08 16:56:59,1,B2C
SH009427,auto_parts,Hail,Tabuk,229.4,cargo_van,59.28,0.24,1,441.82,221.04,3PL,delayed,2023-04-11 19:35:42,2023-04-12 22:35:42,5,B2B
SH009428,livestock,Jazan,Makkah,121.2,cargo_van,177.85,0.52,1,278.65,160.86,in_house,on_time,2024-04-20 23:36:19,2024-04-22 02:36:19,3,B2C
SH009429,general_goods,Dammam,Jazan,294.2,motorbike,28.18,0.1,1,263.63,168.26,3PL,on_time,2023-02-11 21:16:34,2023-02-13 04:16:34,8,wholesale
SH009430,auto_parts,Hail,Khobar,135.7,refrigerated_truck,75.48,0.23,1,491.11,189.88,postal_service,on_time,2025-02-04 18:13:33,2025-02-05 19:13:33,3,wholesale
SH009431,livestock,Dammam,Riyadh,239.7,heavy_truck,53.27,0.16,2,770.44,385.48,3PL,on_time,2024-12-11 00:36:10,2024-12-13 07:36:10,5,B2B
SH009432,cars,Hail,Khobar,284.2,small_van,1935.73,7.49,1,468.6,279.84,postal_service,on_time,2025-03-18 05:40:43,2025-03-19 05:40:43,6,wholesale
SH009433,cars,Dammam,Abha,140.4,heavy_truck,1642.59,5.26,1,511.47,255.71,private_courier,on_time,2023-07-05 09:18:17,2023-07-06 16:18:17,3,retail
SH009434,general_goods,Jeddah,Tabuk,249.3,medium_truck,36.44,0.11,1,539.84,304.89,postal_service,on_time,2024-03-07 10:31:45,2024-03-08 17:31:45,7,retail
SH009435,general_goods,Khobar,Jeddah,165.6,medium_truck,46.59,0.22,1,379.35,227.72,private_courier,on_time,2024-07-09 15:20:54,2024-07-10 22:20:54,2,B2B
SH009436,livestock,Abha,Makkah,324.7,refrigerated_truck,181.71,0.47,1,1187.52,484.47,private_courier,on_time,2025-08-04 02:45:27,2025-08-05 08:45:27,5,B2C
SH009437,food,Dammam,Riyadh,237.4,motorbike,173.11,0.95,1,261.73,107.55,3PL,on_time,2025-05-29 14:12:06,2025-05-30 14:12:06,5,B2C
SH009438,building_materials,Riyadh,Makkah,96.7,medium_truck,358.31,2.29,1,246.29,114.57,in_house,on_time,2024-06-10 03:22:17,2024-06-11 08:22:17,6,retail
SH009439,cars,Riyadh,Hail,263.3,heavy_truck,1705.74,10.13,1,869.32,417.48,postal_service,on_time,2023-01-17 16:43:33,2023-01-18 19:43:33,5,wholesale
SH009440,electronics,Jeddah,Jazan,192.3,small_van,69.0,0.21,1,275.09,167.26,private_courier,on_time,2024-04-21 23:34:32,2024-04-23 00:34:32,3,B2C
SH009441,cars,Hail,Dammam,323.3,heavy_truck,1288.82,3.69,1,1053.5,446.59,in_house,in_transit,2023-01-27 14:46:26,2023-01-28 18:46:26,5,wholesale
SH009442,electronics,Riyadh,Hail,154.5,medium_truck,91.34,0.34,1,425.22,265.21,3PL,delayed,2025-05-05 03:37:04,2025-05-06 07:37:04,6,B2B
SH009443,electronics,Dammam,Jeddah,178.6,cargo_van,7.48,0.02,1,370.1,218.53,in_house,delayed,2023-12-25 06:21:06,2023-12-26 10:21:06,2,B2B
SH009444,building_materials,Abha,Hail,155.2,small_van,350.44,1.63,1,225.2,85.83,postal_service,in_transit,2023-07-19 10:11:19,2023-07-20 13:11:19,4,B2C
SH009445,auto_parts,Makkah,Tabuk,218.9,cargo_van,212.78,1.26,1,419.99,165.27,3PL,on_time,2023-09-23 15:03:42,2023-09-24 20:03:42,4,retail
SH009446,building_materials,Madinah,Madinah,22.4,small_van,384.47,1.37,1,51.01,22.43,3PL,delayed,2024-07-16 20:36:46,2024-07-17 20:36:46,5,wholesale
SH009447,auto_parts,Makkah,Jeddah,331.2,small_van,64.57,0.19,1,476.87,188.32,private_courier,in_transit,2025-01-02 08:55:55,2025-01-03 12:55:55,7,retail
SH009448,furniture,Dammam,Jazan,176.9,medium_truck,322.31,1.37,1,445.51,194.34,3PL,on_time,2023-01-05 02:13:11,2023-01-06 04:13:11,5,B2B
SH009449,electronics,Jeddah,Dammam,430.2,small_van,88.42,0.48,1,624.4,395.07,in_house,on_time,2025-10-17 01:10:23,2025-10-18 01:10:23,4,B2B
SH009450,electronics,Dammam,Hail,179.1,heavy_truck,19.39,0.09,1,571.96,296.17,in_house,in_transit,2023-04-02 23:09:51,2023-04-04 01:09:51,3,wholesale
SH009451,general_goods,Riyadh,Madinah,168.3,small_van,79.68,0.3,1,223.44,107.19,private_courier,on_time,2024-10-19 20:04:35,2024-10-20 21:04:35,2,B2C
SH009452,cars,Jeddah,Riyadh,58.0,medium_truck,1745.35,6.42,1,212.08,103.55,in_house,in_transit,2025-01-06 05:35:18,2025-01-07 12:35:18,7,retail
SH009453,furniture,Dammam,Khobar,306.0,heavy_truck,643.26,1.91,1,876.32,348.13,in_house,on_time,2023-10-25 18:51:32,2023-10-27 01:51:32,8,wholesale
SH009454,furniture,Abha,Makkah,205.7,small_van,282.56,1.24,1,293.91,181.79,private_courier,delayed,2024-11-17 23:54:45,2024-11-19 07:54:45,5,retail
SH009455,building_materials,Dammam,Dammam,24.7,heavy_truck,249.75,1.34,1,137.08,67.2,private_courier,on_time,2024-02-19 15:10:08,2024-02-20 18:10:08,8,wholesale
SH009456,food,Tabuk,Makkah,53.2,small_van,44.82,0.23,2,100.73,54.59,3PL,on_time,2025-05-11 03:51:52,2025-05-13 03:51:52,3,wholesale
SH009457,food,Jazan,Jeddah,45.3,heavy_truck,20.54,0.05,1,177.35,88.23,private_courier,delayed,2025-06-09 16:53:59,2025-06-11 00:53:59,7,B2C
SH009458,building_materials,Makkah,Madinah,290.7,cargo_van,311.08,1.08,1,510.95,198.71,3PL,delayed,2024-11-29 05:18:08,2024-11-30 10:18:08,6,B2B
SH009459,building_materials,Riyadh,Riyadh,82.3,cargo_van,197.74,0.56,1,194.88,100.27,private_courier,on_time,2023-02-22 14:39:59,2023-02-23 16:39:59,3,B2B
SH009460,furniture,Abha,Dammam,167.5,heavy_truck,328.11,1.14,1,516.84,287.59,in_house,delayed,2024-03-20 22:22:24,2024-03-21 23:22:24,5,B2C
SH009461,livestock,Jazan,Dammam,47.5,medium_truck,87.53,0.27,1,172.82,84.3,in_house,delayed,2025-10-09 18:21:12,2025-10-10 18:21:12,5,B2B
SH009462,furniture,Jeddah,Khobar,177.5,refrigerated_truck,213.71,1.29,1,627.97,304.25,in_house,on_time,2025-10-15 21:25:50,2025-10-17 01:25:50,6,B2C
SH009463,furniture,Abha,Madinah,67.0,medium_truck,599.3,2.4,1,202.61,123.0,private_courier,on_time,2024-10-19 18:54:22,2024-10-21 02:54:22,4,wholesale
SH009464,electronics,Jazan,Khobar,409.3,motorbike,16.59,0.06,1,461.55,227.91,private_courier,on_time,2023-04-28 02:32:35,2023-04-29 02:32:35,6,B2C
SH009465,auto_parts,Madinah,Makkah,298.0,motorbike,104.91,0.33,1,294.68,142.78,postal_service,on_time,2025-01-23 05:56:25,2025-01-24 09:56:25,4,retail
SH009466,building_materials,Riyadh,Khobar,116.7,heavy_truck,244.71,1.17,1,367.74,229.76,private_courier,on_time,2025-02-11 02:56:18,2025-02-12 03:56:18,6,wholesale
SH009467,cars,Tabuk,Makkah,198.8,heavy_truck,1495.28,8.28,1,667.15,375.96,private_courier,on_time,2025-01-06 15:27:26,2025-01-07 17:27:26,3,B2B
SH009468,electronics,Hail,Madinah,283.1,small_van,21.32,0.06,1,427.74,215.79,3PL,on_time,2025-01-21 02:23:01,2025-01-22 05:23:01,4,wholesale
SH009469,electronics,Khobar,Riyadh,56.4,refrigerated_truck,13.3,0.07,1,284.46,174.36,postal_service,in_transit,2024-11-21 19:35:09,2024-11-23 01:35:09,7,B2B
SH009470,general_goods,Tabuk,Dammam,174.6,medium_truck,41.25,0.11,1,407.21,174.7,in_house,on_time,2025-07-26 06:35:05,2025-07-27 09:35:05,5,B2C
SH009471,auto_parts,Hail,Madinah,126.4,small_van,136.19,0.62,1,215.47,77.69,private_courier,failed,2025-03-20 10:48:37,2025-03-21 16:48:37,5,B2B
SH009472,auto_parts,Khobar,Jazan,157.3,cargo_van,61.09,0.17,1,316.18,114.01,in_house,on_time,2023-11-29 00:20:26,2023-11-30 04:20:26,9,wholesale
SH009473,cars,Dammam,Dammam,9.3,cargo_van,1447.46,5.06,1,62.02,30.82,3PL,in_transit,2024-03-29 17:24:01,2024-03-30 17:24:01,4,B2B
SH009474,cars,Dammam,Abha,67.6,heavy_truck,1042.93,2.68,1,267.81,166.2,3PL,in_transit,2024-09-27 18:07:33,2024-09-28 21:07:33,4,retail
SH009475,cars,Makkah,Hail,448.2,small_van,1573.27,10.25,2,707.97,302.74,private_courier,delayed,2024-01-26 03:24:08,2024-01-28 04:24:08,3,B2C
SH009476,auto_parts,Makkah,Madinah,197.3,refrigerated_truck,23.18,0.07,2,695.91,402.17,in_house,on_time,2023-01-17 21:33:42,2023-01-19 22:33:42,1,B2B
SH009477,building_materials,Tabuk,Dammam,258.9,heavy_truck,204.98,0.84,1,728.51,400.63,in_house,on_time,2025-02-14 13:05:13,2025-02-15 18:05:13,1,wholesale
SH009478,livestock,Hail,Riyadh,365.3,medium_truck,159.47,0.42,1,916.56,344.5,3PL,on_time,2024-04-25 22:29:22,2024-04-27 03:29:22,2,wholesale
SH009479,food,Riyadh,Tabuk,176.0,motorbike,101.0,0.37,1,181.13,106.12,in_house,on_time,2025-03-07 15:07:18,2025-03-08 15:07:18,6,wholesale
SH009480,auto_parts,Madinah,Riyadh,118.6,small_van,124.51,0.37,1,187.38,97.81,in_house,on_time,2024-04-16 05:55:28,2024-04-17 12:55:28,3,B2B
SH009481,electronics,Khobar,Jeddah,234.7,cargo_van,26.66,0.07,1,470.65,299.26,in_house,on_time,2024-03-31 12:32:31,2024-04-01 14:32:31,7,B2C
SH009482,electronics,Riyadh,Tabuk,268.3,medium_truck,160.05,0.47,1,693.43,252.89,postal_service,on_time,2025-01-27 03:21:51,2025-01-28 09:21:51,6,wholesale
SH009483,building_materials,Madinah,Hail,184.6,motorbike,445.86,2.31,1,184.1,112.18,3PL,on_time,2024-04-10 03:35:21,2024-04-11 06:35:21,3,retail
SH009484,cars,Tabuk,Tabuk,5.9,refrigerated_truck,1567.41,4.07,1,127.52,81.64,in_house,delayed,2023-09-19 13:29:20,2023-09-20 16:29:20,3,wholesale
SH009485,livestock,Abha,Khobar,181.5,medium_truck,492.42,1.83,1,516.49,212.63,in_house,on_time,2023-07-05 22:22:48,2023-07-07 00:22:48,3,B2C
SH009486,cars,Madinah,Jazan,211.8,medium_truck,1191.68,4.29,1,598.74,363.84,in_house,on_time,2024-09-28 23:33:37,2024-09-30 06:33:37,2,retail
SH009487,general_goods,Makkah,Jazan,249.3,cargo_van,53.67,0.21,1,431.44,238.74,private_courier,on_time,2024-09-06 23:46:28,2024-09-08 01:46:28,6,retail
SH009488,food,Jazan,Jeddah,596.4,motorbike,40.96,0.17,2,599.72,383.75,postal_service,on_time,2025-10-22 17:13:47,2025-10-24 22:13:47,4,wholesale
SH009489,auto_parts,Dammam,Jazan,141.1,small_van,184.46,0.75,1,217.07,121.85,in_house,on_time,2025-05-12 09:06:47,2025-05-13 10:06:47,4,B2B
SH009490,livestock,Dammam,Makkah,197.2,refrigerated_truck,432.5,2.63,1,756.4,341.96,private_courier,on_time,2024-02-18 14:02:09,2024-02-19 20:02:09,3,wholesale
SH009491,building_materials,Jazan,Khobar,178.4,small_van,439.06,1.16,1,259.09,96.33,3PL,delayed,2025-06-24 18:55:19,2025-06-25 23:55:19,4,B2C
SH009492,electronics,Tabuk,Hail,377.1,medium_truck,119.04,0.34,1,921.9,480.88,3PL,failed,2024-08-21 12:44:51,2024-08-22 15:44:51,4,B2C
SH009493,cars,Jeddah,Khobar,475.9,cargo_van,1500.63,4.42,1,1012.99,400.08,private_courier,on_time,2023-10-27 18:49:43,2023-10-29 01:49:43,3,retail
SH009494,food,Makkah,Jeddah,218.7,small_van,57.41,0.22,1,322.08,149.01,private_courier,on_time,2023-04-14 21:26:04,2023-04-15 22:26:04,3,B2C
SH009495,livestock,Tabuk,Tabuk,11.9,small_van,528.5,1.33,1,45.84,20.45,in_house,on_time,2025-04-25 21:04:09,2025-04-27 02:04:09,7,B2B
